payment_id,account_id,payment_date,amount,payment_method,payment_status
PMT000859,DC100500,2025-12-19,9.35,Direct Debit,Pending
PMT000860,DC100501,2026-06-12,8.64,Debit Card,Cleared
PMT000861,DC100501,13/11/2025,233.78,Card,Cleared
PMT000862,DC100501,09/08/2025,212.73,DEBIT CARD,Cleared
PMT000863,DC100501,2025-05-09,395.26,Card,Cleared
PMT000864,DC100501,2026-05-19,117.09,Cheque,Cleared
PMT000865,DC100502,2025-11-12,45.46,Card,Failed
PMT000866,DC100503,2025-06-12,21.45,Card,Pending
PMT000867,DC100504,2026-05-27,24.58,Card,Cleared
PMT000868,DC100504,2025-12-22,422.51,Standing Order,Cleared
PMT000869,DC100505,2025-01-11,419.7,Card,Cleared
PMT000870,DC100506,23/07/2024,22.83,DEBIT CARD,Pending
PMT000871,DC100506,2024-11-24,40.57,Standing Order,Failed
PMT000872,DC100506,2024-12-15,209.96,Cheque,Cleared
PMT000873,DC100506,01/10/2024,317.82,Standing Order,Cleared
PMT000874,DC100507,10/01/2025,403.47,Bank Transfer,Cleared
PMT000875,DC100509,2024-05-06,186.15,Cheque,Cleared
PMT000876,DC100509,2025-04-16,416.18,Standing Order,Cleared
PMT000877,DC100509,2025-02-07,28.03,Standing Order,Cleared
PMT000878,DC100509,26-06-2024,14.78,Card,Cleared
PMT000879,DC100511,2025-09-13,10.29,Cash,Cleared
PMT000880,DC100511,20-02-2025,18.04,Cheque,Cleared
PMT000881,DC100511,28/07/2026,228.35,Cheque,Cleared
PMT000882,DC100511,02/12/2025,149.53,debit card,Cleared
PMT000883,DC100511,02/18/2025,485.14,Bank Transfer,Cleared
PMT000884,DC100514,2026-07-31,23.69,DEBIT CARD,Cleared
PMT000885,DC100514,13-05-2026,16.76,Direct Debit,Cleared
PMT000886,DC100514,2026-03-06,499.24,Bank Transfer,Cleared
PMT000887,DC100514,2026-04-13,172.92,Direct Debit,Cleared
PMT000888,DC100516,22/10/2024,31.02,Standing Order,Pending
PMT000889,DC100516,31-03-2025,119.31,Bank Transfer,Cleared
PMT000890,DC100517,06-01-2026,368.38,Card,Cleared
PMT000891,DC100518,07/09/2026,360.18,Cash,Cleared
PMT000892,DC100519,21/09/2026,30.77,Direct Debit,Pending
PMT000893,DC100519,2026-04-06,234.55,Cash,Cleared
PMT000894,DC100520,10/11/2025,144.32,Standing Order,Cleared
PMT000895,DC100520,03/19/2025,82.84,Direct Debit,Cleared
PMT000896,DC100521,03/06/2026,13.06,Direct Debit,Cleared
PMT000897,DC100522,24/04/2026,21.35,Standing Order,Cleared
PMT000898,DC100523,2025-11-03,18.85,debit card,Cleared
PMT000899,DC100523,18/01/2026,16.77,Standing Order,Failed
PMT000900,DC100524,2024-01-20,223.01,DEBIT CARD,Cleared
PMT000901,DC100524,17/08/2025,480.07,DEBIT CARD,Cleared
PMT000902,DC100524,2025-01-20,307.53,Direct Debit,Cleared
PMT000903,DC100524,2025-09-03,22.75,Direct Debit,Cleared
PMT000904,DC100524,07-04-2024,279.01,DEBIT CARD,Cleared
PMT000905,DC100524,2025-07-09,96.6,Cash,Cleared
PMT000906,DC100525,2026-09-13,103.35,Cheque,Pending
PMT000907,DC100525,2025-11-27,132.3,Debit Card,Cleared
PMT000908,DC100527,2025-12-12,78.28,DEBIT CARD,Cleared
PMT000909,DC100527,30-09-2025,418.04,Direct Debit,Pending
PMT000910,DC100527,2025-07-22,17.32,Bank Transfer,Cleared
PMT000911,DC100527,14/10/2025,448.26,debit card,Cleared
PMT000912,DC100527,09/11/2025,383.64,Cheque,Pending
PMT000913,DC100528,02-07-2025,20.91,Cheque,Cleared
PMT000914,DC100528,2026-05-04,337.34,Debit Card,Cleared
PMT000915,DC100528,2026-03-16,301.62,Card,Cleared
PMT000916,DC100529,03-02-2026,412.13,Cheque,Cleared
PMT000917,DC100530,2026-07-08,139.42,debit card,Cleared
PMT000918,DC100534,2026-01-25,26.36,Cheque,Cleared
PMT000919,DC100534,2026-08-07,495.25,Debit Card,Cleared
PMT000920,DC100534,20-05-2026,282.44,debit card,Pending
PMT000921,DC100535,2025-12-20,499.01,debit card,Cleared
PMT000922,DC100535,2025-08-09,138.45,Cheque,Cleared
PMT000923,DC100536,2024-06-08,7.4,DEBIT CARD,Cleared
PMT000924,DC100537,18/01/2026,184.56,DEBIT CARD,Cleared
PMT000925,DC100537,2025-09-06,49.81,debit card,Cleared
PMT000926,DC100538,06/04/2026,17.13,Cash,Failed
PMT000927,DC100539,2025-12-10,35.88,DEBIT CARD,Failed
PMT000928,DC100540,18-09-2024,261.7,Standing Order,Cleared
PMT000929,DC100540,11-02-2024,47.36,debit card,Cleared
PMT000930,DC100542,08/13/2026,340.07,Standing Order,Cleared
PMT000931,DC100542,08/08/2026,470.83,Debit Card,Cleared
PMT000932,DC100544,24/10/2024,389.23,Standing Order,Cleared
PMT000933,DC100544,2026-01-29,6.61,Card,Cleared
PMT000934,DC100545,20-08-2025,152.6,DEBIT CARD,Cleared
PMT000935,DC100546,2026-02-26,180.97,Bank Transfer,Cleared
PMT000936,DC100548,2026-06-14,403.64,Direct Debit,Cleared
PMT000937,DC100548,05-09-2026,276.16,Cheque,Cleared
PMT000938,DC100549,10/24/2025,49.84,Direct Debit,Cleared
PMT000939,DC100549,07/09/2026,246.07,Bank Transfer,Cleared
PMT000940,DC100549,2025-12-10,12.15,Bank Transfer,Cleared
PMT000941,DC100550,04/24/2026,5.96,Direct Debit,Cleared
PMT000942,DC100551,06/03/2025,6.32,Cash,Cleared
PMT000943,DC100551,30-12-2024,35.72,Debit Card,Cleared
PMT000944,DC100551,2025-06-29,301.29,Debit Card,Failed
PMT000945,DC100551,2024-09-17,34.89,debit card,Cleared
PMT000946,DC100551,2025-05-03,28.78,Direct Debit,Pending
PMT000947,DC100551,29/04/2025,28.88,Card,Cleared
PMT000948,DC100552,2024-11-10,31.41,Cheque,Cleared
PMT000949,DC100552,2024-12-13,28.68,Card,Cleared
PMT000950,DC100553,2025-04-01,24.65,Cash,Cleared
PMT000951,DC100553,17/11/2025,260.17,Card,Cleared
PMT000952,DC100553,23-10-2025,31.63,debit card,Cleared
PMT000953,DC100553,2025-09-17,275.81,Standing Order,Cleared
PMT000954,DC100555,05/05/2026,38.17,Cheque,Cleared
PMT000955,DC100555,2026-05-12,469.75,Cash,Cleared
PMT000956,DC100555,07/01/2026,21.57,Debit Card,Cleared
PMT000957,DC100556,2026-03-31,395.44,DEBIT CARD,Cleared
PMT000958,DC100556,2025-10-29,21.65,Bank Transfer,Cleared
PMT000959,DC100557,09/09/2024,26.71,Debit Card,Cleared
PMT000960,DC100557,2025-01-05,177.89,debit card,Cleared
PMT000961,DC100557,2024-04-16,109.66,debit card,Cleared
PMT000962,DC100558,2025-09-05,20.46,DEBIT CARD,Cleared
PMT000963,DC100560,2024-11-06,493.58,Bank Transfer,Cleared
PMT000964,DC100562,15-09-2025,47.68,Cheque,Cleared
PMT000965,DC100564,06/05/2025,158.3,Cash,Cleared
PMT000966,DC100565,20/11/2025,481.2,Card,Cleared
PMT000967,DC100566,2026-03-18,486.74,debit card,Cleared
PMT000968,DC100566,13/05/2025,39.14,Debit Card,Cleared
PMT000969,DC100566,05/12/2024,89.96,DEBIT CARD,Cleared
PMT000970,DC100566,2025-12-27,154.18,Card,Pending
PMT000971,DC100567,2026-08-18,239.11,Debit Card,Cleared
PMT000972,DC100571,2024-08-05,6.97,Debit Card,Cleared
PMT000973,DC100571,2024-10-10,473.19,Direct Debit,Cleared
PMT000974,DC100571,22/12/2025,156.29,Card,Pending
PMT000975,DC100571,2025-09-05,145.06,Cheque,Cleared
PMT000976,DC100572,2026-02-26,161.81,Bank Transfer,Cleared
PMT000977,DC100572,2025-02-22,133.86,debit card,Cleared
PMT000978,DC100572,2026-01-16,431.7,DEBIT CARD,Cleared
PMT000979,DC100572,2025-05-09,319.67,debit card,Cleared
PMT000980,DC100573,2025-10-05,263.47,Cheque,Cleared
PMT000981,DC100573,2025-02-04,187.68,debit card,Cleared
PMT000982,DC100574,25/12/2025,414.67,debit card,Cleared
PMT000983,DC100574,29-10-2025,118.67,Debit Card,Cleared
PMT000984,DC100574,18/10/2025,315.12,debit card,Cleared
PMT000985,DC100575,01/10/2025,42.79,Direct Debit,Pending
PMT000986,DC100575,2025-08-15,16.98,Bank Transfer,Cleared
PMT000987,DC100576,2026-07-29,7.4,Direct Debit,Cleared
PMT000988,DC100577,22/06/2025,48.36,Debit Card,Cleared
PMT000989,DC100577,03/02/2025,461.01,DEBIT CARD,Cleared
PMT000990,DC100577,2025-01-20,257.17,Card,Cleared
PMT000991,DC100577,2024-03-14,109.29,DEBIT CARD,Cleared
PMT000992,DC100577,2025-09-13,16.88,Bank Transfer,Cleared
PMT000993,DC100578,25/08/2026,117.92,DEBIT CARD,Cleared
PMT000994,DC100580,2025-12-28,91.71,Debit Card,Cleared
PMT000995,DC100581,2025-03-27,44.56,Card,Cleared
PMT000996,DC100584,27/02/2025,45.46,Bank Transfer,Cleared
PMT000997,DC100584,2023-12-16,40.07,Card,Pending
PMT000998,DC100585,2025-03-04,84.84,Debit Card,Failed
PMT000999,DC100585,12/06/2025,170.27,Cheque,Cleared
PMT001000,DC100585,2025-06-07,431.26,Debit Card,Cleared
PMT001001,DC100588,28-05-2025,45.66,Debit Card,Cleared
PMT001002,DC100589,2026-06-02,10.56,Debit Card,Cleared
PMT001003,DC100589,13-10-2025,297.39,Cheque,Cleared
PMT001004,DC100591,2024-12-25,119.75,Direct Debit,Cleared
PMT001005,DC100591,2024-07-23,241.24,debit card,Cleared
PMT001006,DC100591,22/07/2024,485.61,Card,Failed
PMT001007,DC100591,2025-01-06,25.42,debit card,Cleared
PMT001008,DC100591,2024-12-28,23.23,Bank Transfer,Cleared
PMT001009,DC100591,2025-04-24,430.46,Card,Cleared
PMT001010,DC100591,2025-08-11,48.06,Standing Order,Cleared
PMT001011,DC100591,2025-12-29,14.12,Cash,Cleared
PMT001012,DC100592,2025-05-03,439.27,Card,Cleared
PMT001013,DC100592,2024-12-01,238.37,Debit Card,Cleared
PMT001014,DC100592,28/12/2024,36.78,Cheque,Cleared
PMT001015,DC100592,2026-03-04,332.64,Standing Order,Cleared
PMT001016,DC100594,29/03/2024,19.53,Cash,Cleared
PMT001017,DC100594,2025-02-26,39.86,debit card,Cleared
PMT001018,DC100594,2025-02-03,36.5,Debit Card,Cleared
PMT001019,DC100594,13/03/2025,168.6,DEBIT CARD,Failed
PMT001020,DC100596,21-09-2026,24.84,Cash,Cleared
PMT001021,DC100597,15/11/2025,464.19,Standing Order,Cleared
PMT001022,DC100597,24/04/2026,254.31,Cash,Failed
PMT001023,DC100597,2026-08-18,47.83,Debit Card,Cleared
PMT001024,DC100597,2026-03-21,37.45,debit card,Cleared
PMT001025,DC100598,05/02/2026,219.11,Debit Card,Cleared
PMT001026,DC100600,2025-08-11,496.74,Bank Transfer,Cleared
PMT001027,DC100601,2025-09-25,433.62,Cash,Failed
PMT001028,DC100601,07-03-2026,261.04,debit card,Cleared
PMT001029,DC100601,12/26/2025,418.45,Debit Card,Cleared
PMT001030,DC100602,09/06/2025,10.46,Standing Order,Failed
PMT001031,DC100602,2025-11-15,24.62,Cheque,Cleared
PMT001032,DC100603,2025-09-21,497.6,debit card,Cleared
PMT001033,DC100605,2025-02-16,88.08,Bank Transfer,Cleared
PMT001034,DC100605,01/08/2024,201.13,Cheque,Cleared
PMT001035,DC100605,09/07/2025,317.58,Standing Order,Cleared
PMT001036,DC100605,2024-09-24,43.94,Direct Debit,Pending
PMT001037,DC100607,12/07/2026,71.92,Standing Order,Cleared
PMT001038,DC100608,2024-11-12,21.34,Standing Order,Cleared
PMT001039,DC100608,2025-02-15,323.25,Cash,Cleared
PMT001040,DC100608,2025-05-19,310.41,Standing Order,Cleared
PMT001041,DC100610,2025-09-22,45.14,Bank Transfer,Cleared
PMT001042,DC100611,2025-08-12,30.88,Debit Card,Cleared
PMT001043,DC100611,24/04/2025,67.82,Card,Cleared
PMT001044,DC100612,2026-01-09,15.59,debit card,Cleared
PMT001045,DC100612,2026-02-24,480.25,DEBIT CARD,Cleared
PMT001046,DC100615,2025-04-11,25.34,Bank Transfer,Cleared
PMT001047,DC100615,2026-03-23,27.98,Direct Debit,Cleared
PMT001048,DC100615,2026-03-01,21.81,Cash,Cleared
PMT001049,DC100616,2026-04-16,8.55,Bank Transfer,Cleared
PMT001050,DC100616,2025-04-16,20.74,Standing Order,Cleared
PMT001051,DC100616,2026-05-11,11.33,Debit Card,Cleared
PMT001052,DC100618,2026-01-19,208.55,Bank Transfer,Cleared
PMT001053,DC100618,2025-04-14,219.91,Debit Card,Cleared
PMT001054,DC100619,2026-06-16,465.23,Cheque,Cleared
PMT001055,DC100623,2024-04-28,20.7,Standing Order,Cleared
PMT001056,DC100624,2025-12-02,338.17,Standing Order,Cleared
PMT001057,DC100624,06/04/2026,216.37,Direct Debit,Cleared
PMT001058,DC100624,2024-09-20,196.23,Debit Card,Cleared
PMT001059,DC100624,26-08-2024,441.79,Cheque,Cleared
PMT001060,DC100626,02/07/2025,45.89,Debit Card,Cleared
PMT001061,DC100626,2025-02-14,36.91,Bank Transfer,Cleared
PMT001062,DC100626,2024-05-26,160.75,Direct Debit,Cleared
PMT001063,DC100626,01/12/2025,424.94,DEBIT CARD,Cleared
PMT001064,DC100628,2026-01-05,310.14,Standing Order,Cleared
PMT001065,DC100629,2024-07-07,38.31,Bank Transfer,Cleared
PMT001066,DC100629,18/06/2024,68.72,debit card,Cleared
PMT001067,DC100629,20/03/2025,17.14,debit card,Cleared
PMT001068,DC100629,23/09/2025,20.32,Cash,Cleared
PMT001069,DC100630,2025-07-18,94.51,DEBIT CARD,Cleared
PMT001070,DC100630,2024-10-23,38.2,Bank Transfer,Cleared
PMT001071,DC100631,2025-12-03,306.69,Card,Cleared
PMT001072,DC100631,2024-05-02,280.95,debit card,Cleared
PMT001073,DC100631,23/11/2024,43.46,Debit Card,Cleared
PMT001074,DC100633,09/19/2025,328.68,Cheque,Cleared
PMT001075,DC100634,19/05/2025,33.09,DEBIT CARD,Cleared
PMT001076,DC100635,2025-05-21,44.91,debit card,Cleared
PMT001077,DC100635,2024-06-13,49.83,Bank Transfer,Cleared
PMT001078,DC100635,2024-05-15,77.74,Bank Transfer,Cleared
PMT001079,DC100636,14/07/2024,44.92,Card,Cleared
PMT001080,DC100636,2024-05-29,376.94,debit card,Cleared
PMT001081,DC100637,2026-05-04,190.91,Bank Transfer,Cleared
PMT001082,DC100638,20/05/2024,18.99,Card,Cleared
PMT001083,DC100638,2025-05-29,186.07,DEBIT CARD,Cleared
PMT001084,DC100639,27-04-2026,42.93,Direct Debit,Cleared
PMT001085,DC100641,01/04/2026,37.16,Cheque,Cleared
PMT001086,DC100641,07/05/2025,13.23,debit card,Cleared
PMT001087,DC100641,2026-06-15,130.05,Direct Debit,Cleared
PMT001088,DC100642,12/16/2025,41.22,debit card,Cleared
PMT001089,DC100643,09-05-2025,28.22,Cheque,Cleared
PMT001090,DC100643,2025-06-09,153.94,Direct Debit,Failed
PMT001091,DC100644,10/07/2025,31.69,Cash,Cleared
PMT001092,DC100644,2024-11-14,5.31,DEBIT CARD,Cleared
PMT001093,DC100646,03/09/2026,205.93,Card,Cleared
PMT001094,DC100646,06/04/2025,470.46,Cash,Failed
PMT001095,DC100646,2025-10-14,382.93,Bank Transfer,Cleared
PMT001096,DC100648,2025-04-25,36.86,Cash,Cleared
PMT001097,DC100648,2025-10-11,9.94,Debit Card,Cleared
PMT001098,DC100648,2026-09-02,437.25,Direct Debit,Cleared
PMT001099,DC100648,22-09-2025,163.31,Direct Debit,Cleared
PMT001100,DC100649,2025-08-11,365.93,Debit Card,Pending
PMT001101,DC100650,2026-04-09,33.5,Card,Cleared
PMT001102,DC100652,2024-11-21,383.78,Bank Transfer,Cleared
PMT001103,DC100652,2025-04-07,476.6,Direct Debit,Cleared
PMT001104,DC100652,2024-03-24,8.95,Direct Debit,Cleared
PMT001105,DC100652,12/07/2025,27.67,Debit Card,Cleared
PMT001106,DC100652,29-08-2025,44.99,Debit Card,Cleared
PMT001107,DC100652,31-01-2024,237.87,Standing Order,Cleared
PMT001108,DC100653,2026-02-06,36.79,DEBIT CARD,Failed
PMT001109,DC100654,2024-07-01,297.57,Direct Debit,Cleared
PMT001110,DC100654,12/06/2025,26.52,Direct Debit,Cleared
PMT001111,DC100654,2026-02-16,19.01,Direct Debit,Cleared
PMT001112,DC100654,2025-05-02,7.99,Cheque,Cleared
PMT001113,DC100654,21/02/2025,104.88,Cash,Cleared
PMT001114,DC100654,2024-09-11,7.13,Bank Transfer,Cleared
PMT001115,DC100654,16/08/2025,88.29,Standing Order,Cleared
PMT001116,DC100654,21/11/2025,299.44,DEBIT CARD,Cleared
PMT001117,DC100655,07/10/2024,27.5,Bank Transfer,Cleared
PMT001118,DC100655,2025-10-07,15.04,Debit Card,Cleared
PMT001119,DC100655,2025-03-03,163.81,Card,Cleared
PMT001120,DC100655,2025-12-19,38.14,Cheque,Cleared
PMT001121,DC100655,2025-07-22,310.43,Cheque,Cleared
PMT001122,DC100656,2025-01-02,412.19,Direct Debit,Pending
PMT001123,DC100656,2025-10-25,19.64,Debit Card,Cleared
PMT001124,DC100656,2024-07-25,312.59,Standing Order,Cleared
PMT001125,DC100656,03/07/2025,191.31,DEBIT CARD,Failed
PMT001126,DC100657,2026-02-25,209.8,Card,Cleared
PMT001127,DC100657,2025-05-05,342.0,Direct Debit,Pending
PMT001128,DC100657,06/21/2024,472.58,DEBIT CARD,Cleared
PMT001129,DC100658,2026-06-27,34.0,Standing Order,Cleared
PMT001130,DC100659,05/19/2026,34.97,Cheque,Pending
PMT001131,DC100659,2024-12-17,97.54,Cash,Cleared
PMT001132,DC100659,2025-04-05,449.48,Card,Cleared
PMT001133,DC100659,2025-03-13,117.02,Bank Transfer,Pending
PMT001134,DC100660,12/02/2025,30.33,Standing Order,Cleared
PMT001135,DC100660,2026-07-03,40.04,Cash,Cleared
PMT001136,DC100661,2025-05-17,110.57,debit card,Cleared
PMT001137,DC100662,2026-05-12,32.03,Direct Debit,Cleared
PMT001138,DC100662,13-04-2026,95.5,DEBIT CARD,Cleared
PMT001139,DC100665,2026-05-02,17.71,Direct Debit,Failed
PMT001140,DC100666,2026-09-15,416.33,debit card,Cleared
PMT001141,DC100668,25/05/2026,172.05,Cheque,Cleared
PMT001142,DC100669,2025-02-04,14.45,Bank Transfer,Cleared
PMT001143,DC100672,28/05/2025,33.8,DEBIT CARD,Cleared
PMT001144,DC100672,25/11/2025,7.37,Bank Transfer,Failed
PMT001145,DC100674,26/02/2026,475.8,Direct Debit,Cleared
PMT001146,DC100674,12/02/2026,10.4,Cash,Cleared
PMT001147,DC100674,19/10/2025,17.16,Card,Cleared
PMT001148,DC100674,2026-02-27,498.54,Card,Cleared
PMT001149,DC100675,2025-08-15,171.37,Debit Card,Cleared
PMT001150,DC100675,29/06/2026,31.69,Direct Debit,Cleared
PMT001151,DC100676,16-06-2026,27.86,DEBIT CARD,Cleared
PMT001152,DC100676,23/03/2026,447.13,Direct Debit,Cleared
PMT001153,DC100676,2026-05-06,176.22,DEBIT CARD,Cleared
PMT001154,DC100677,2025-04-03,160.38,debit card,Cleared
PMT001155,DC100677,2025-08-06,30.57,debit card,Pending
PMT001156,DC100678,24/06/2025,411.05,DEBIT CARD,Cleared
PMT001157,DC100678,2026-01-13,343.21,debit card,Failed
PMT001158,DC100678,2024-10-19,6.0,DEBIT CARD,Cleared
PMT001159,DC100679,11/18/2024,69.59,Debit Card,Cleared
PMT001160,DC100680,2026-03-13,384.43,Debit Card,Pending
PMT001161,DC100680,2026-02-03,36.8,debit card,Cleared
PMT001162,DC100681,2026-07-23,490.34,Direct Debit,Pending
PMT001163,DC100681,2026-08-20,472.02,Card,Pending
PMT001164,DC100683,2026-07-13,306.46,Cash,Cleared
PMT001165,DC100683,2025-11-12,209.32,Card,Cleared
PMT001166,DC100683,2025-03-06,27.19,DEBIT CARD,Cleared
PMT001167,DC100683,04/12/2025,46.93,Bank Transfer,Cleared
PMT001168,DC100684,2026-02-14,257.75,Debit Card,Cleared
PMT001169,DC100684,2025-11-17,20.14,Bank Transfer,Cleared
PMT001170,DC100684,17/02/2025,48.42,Bank Transfer,Cleared
PMT001171,DC100684,11-08-2026,336.39,Bank Transfer,Pending
PMT001172,DC100684,2025-03-02,469.06,DEBIT CARD,Cleared
PMT001173,DC100685,2025-12-25,388.4,Direct Debit,Cleared
PMT001174,DC100686,2026-07-29,42.12,Debit Card,Cleared
PMT001175,DC100689,25-05-2026,363.61,debit card,Cleared
PMT001176,DC100689,2025-11-18,21.25,Standing Order,Cleared
PMT001177,DC100690,2026-06-18,149.89,Debit Card,Cleared
PMT001178,DC100691,2025-01-05,108.58,Direct Debit,Cleared
PMT001179,DC100691,03/31/2025,28.27,DEBIT CARD,Cleared
PMT001180,DC100692,2025-10-13,28.65,Debit Card,Cleared
PMT001181,DC100694,2024-10-28,160.39,debit card,Cleared
PMT001182,DC100694,2024-12-17,458.12,Cash,Cleared
PMT001183,DC100698,2025-12-22,438.68,Standing Order,Pending
PMT001184,DC100698,07/08/2026,10.48,Debit Card,Cleared
PMT001185,DC100699,2025-06-19,357.25,Debit Card,Cleared
PMT001186,DC100699,2025-01-17,328.38,Bank Transfer,Cleared
PMT001187,DC100700,2025-07-20,275.77,Standing Order,Cleared
PMT001188,DC100700,26/07/2025,6.77,Card,Cleared
PMT001189,DC100701,2025-12-23,115.81,debit card,Cleared
PMT001190,DC100701,25-10-2025,43.62,debit card,Cleared
PMT001191,DC100701,2026-04-23,485.89,Card,Cleared
PMT001192,DC100701,2026-06-05,381.1,Card,Cleared
PMT001193,DC100701,06/29/2025,340.53,DEBIT CARD,Cleared
PMT001194,DC100701,2025-07-04,331.17,Card,Cleared
PMT001195,DC100703,2024-11-10,30.87,debit card,Cleared
PMT001196,DC100703,2025-07-17,466.84,Direct Debit,Cleared
PMT001197,DC100703,24/04/2025,5.12,debit card,Cleared
PMT001198,DC100703,15/02/2025,310.96,Bank Transfer,Cleared
PMT001199,DC100703,09/11/2024,35.07,DEBIT CARD,Cleared
PMT001200,DC100703,2024-05-29,225.23,Bank Transfer,Cleared
PMT001201,DC100705,2026-06-12,438.14,Standing Order,Cleared
PMT001202,DC100705,12-02-2026,39.9,Card,Cleared
PMT001203,DC100705,2026-02-05,46.26,debit card,Pending
PMT001204,DC100705,2025-04-01,14.1,Direct Debit,Cleared
PMT001205,DC100708,24/04/2026,436.6,Debit Card,Cleared
PMT001206,DC100710,2025-09-28,9.47,Direct Debit,Cleared
PMT001207,DC100713,2026-01-12,451.28,Direct Debit,Cleared
PMT001208,DC100713,2026-06-14,42.17,Card,Cleared
PMT001209,DC100713,20/11/2024,451.42,Cheque,Cleared
PMT001210,DC100713,18/09/2025,42.5,Card,Cleared
PMT001211,DC100713,2025-07-11,126.65,Direct Debit,Cleared
PMT001212,DC100714,2025-07-06,238.22,Bank Transfer,Cleared
PMT001213,DC100714,21/09/2024,30.93,Standing Order,Cleared
PMT001214,DC100714,14-06-2024,14.52,Cheque,Cleared
PMT001215,DC100715,27/05/2025,25.4,Cash,Cleared
PMT001216,DC100715,2025-07-12,34.25,Cheque,Cleared
PMT001217,DC100715,2025-11-04,94.43,Cash,Pending
PMT001218,DC100715,05/02/2026,388.33,Cash,Cleared
PMT001219,DC100716,14/04/2026,71.09,Bank Transfer,Failed
PMT001220,DC100716,2025-11-23,112.86,Cheque,Cleared
PMT001221,DC100716,2026-04-24,179.38,Card,Cleared
PMT001222,DC100716,2025-05-04,184.59,Bank Transfer,Cleared
PMT001223,DC100716,28/06/2026,21.28,Card,Cleared
PMT001224,DC100717,03/25/2026,7.78,Cheque,Cleared
PMT001225,DC100720,2025-01-25,16.12,Direct Debit,Cleared
PMT001226,DC100720,2024-08-29,41.04,debit card,Cleared
PMT001227,DC100720,2025-10-24,217.19,Cash,Cleared
PMT001228,DC100720,02/14/2025,323.88,Cash,Cleared
PMT001229,DC100720,20-07-2024,47.19,Card,Cleared
PMT001230,DC100721,2026-08-22,461.24,Direct Debit,Cleared
PMT001231,DC100722,09/03/2026,385.05,Cheque,Failed
PMT001232,DC100722,02/08/2025,19.72,Standing Order,Pending
PMT001233,DC100723,15-09-2026,437.32,DEBIT CARD,Cleared
PMT001234,DC100723,06-08-2026,357.8,Bank Transfer,Cleared
PMT001235,DC100724,2025-02-21,26.66,Standing Order,Cleared
PMT001236,DC100724,24/04/2025,41.59,Cash,Cleared
PMT001237,DC100725,2026-04-17,29.3,Standing Order,Cleared
PMT001238,DC100725,2025-12-23,335.26,debit card,Pending
PMT001239,DC100726,14/10/2025,92.23,debit card,Cleared
PMT001240,DC100728,2026-02-05,12.0,debit card,Cleared
PMT001241,DC100729,2024-03-24,339.44,Cash,Cleared
PMT001242,DC100729,2024-12-25,7.95,Debit Card,Cleared
PMT001243,DC100729,2025-02-27,7.22,Direct Debit,Cleared
PMT001244,DC100729,2024-05-04,337.84,Debit Card,Cleared
PMT001245,DC100729,03/10/2024,8.87,DEBIT CARD,Cleared
PMT001246,DC100729,01/02/2026,19.78,DEBIT CARD,Cleared
PMT001247,DC100730,24-03-2025,24.84,DEBIT CARD,Cleared
PMT001248,DC100731,2026-06-04,17.96,debit card,Cleared
PMT001249,DC100732,01/06/2024,40.94,Cheque,Cleared
PMT001250,DC100733,2026-01-22,94.2,Direct Debit,Cleared
PMT001251,DC100734,11-06-2026,415.56,Direct Debit,Cleared
PMT001252,DC100735,2026-01-16,14.95,Bank Transfer,Cleared
PMT001253,DC100737,2026-09-04,382.73,Bank Transfer,Pending
PMT001254,DC100738,25-11-2025,174.25,Direct Debit,Cleared
PMT001255,DC100738,2026-08-03,420.67,Standing Order,Cleared
PMT001256,DC100739,12/24/2023,33.42,Bank Transfer,Cleared
PMT001257,DC100739,12-05-2025,15.75,Card,Pending
PMT001258,DC100739,2024-11-08,35.09,Direct Debit,Cleared
PMT001259,DC100739,2024-01-30,454.78,Direct Debit,Cleared
PMT001260,DC100739,2025-02-23,264.13,Cash,Cleared
PMT001261,DC100739,2025-04-20,346.13,Debit Card,Cleared
PMT001262,DC100740,2024-09-14,419.02,debit card,Pending
PMT001263,DC100741,2026-08-28,380.68,Standing Order,Cleared
PMT001264,DC100741,06/01/2026,41.79,DEBIT CARD,Cleared
PMT001265,DC100743,2025-02-07,5.57,Direct Debit,Cleared
PMT001266,DC100743,2025-01-21,38.15,Standing Order,Failed
PMT001267,DC100744,2026-01-11,379.56,Cash,Cleared
PMT001268,DC100744,2026-03-24,108.71,debit card,Cleared
PMT001269,DC100744,2026-07-14,133.2,Debit Card,Cleared
PMT001270,DC100744,05/03/2026,31.57,Direct Debit,Cleared
PMT001271,DC100744,03/16/2026,124.79,Debit Card,Cleared
PMT001272,DC100744,2026-07-12,454.0,Debit Card,Cleared
PMT001273,DC100745,03/01/2026,74.5,Card,Cleared
PMT001274,DC100745,2026-06-26,23.13,Debit Card,Cleared
PMT001275,DC100747,09/01/2026,32.34,debit card,Cleared
PMT001276,DC100747,20/07/2026,144.66,Card,Cleared
PMT001277,DC100747,2025-01-04,28.82,Cash,Cleared
PMT001278,DC100747,25/06/2025,21.97,Direct Debit,Cleared
PMT001279,DC100747,30/05/2025,334.4,debit card,Cleared
PMT001280,DC100747,06/06/2025,74.68,DEBIT CARD,Cleared
PMT001281,DC100747,2025-09-04,443.86,debit card,Cleared
PMT001282,DC100747,2025-10-20,31.98,Card,Failed
PMT001283,DC100749,2026-08-22,385.79,Bank Transfer,Cleared
PMT001284,DC100749,2026-04-09,389.26,Standing Order,Cleared
PMT001285,DC100749,2025-10-19,15.33,Card,Cleared
