comm_id,account_id,comm_date,channel,duration_minutes,outcome,conc_compliant_script_used,agent
COM001512,DC100617,2026-09-11,Outbound Call,11.0,Refused to Pay,Y,Keith G.
COM001513,DC100619,2026-03-24,SMS,,Left Voicemail,Y,Leah K.
COM001514,DC100619,10/25/2025,Email,,Left Voicemail,Y,Declan G.
COM001515,DC100619,29/04/2026,Email,,Requested Callback,Y,Dennis W.
COM001516,DC100620,2025-01-17,Letter,,Left Voicemail,Y,Shannon C.
COM001517,DC100620,2025-03-29,Letter,,No Answer,Y,Simon T.
COM001518,DC100620,01/12/2024,outbound call,18.2,DSAR Request Logged,Y,Marion W.
COM001519,DC100622,2026-07-19,SMS,,Payment Arranged,Y,Charles C.
COM001520,DC100623,07/08/2025,SMS,,Payment Arranged,Y,Edward B.
COM001521,DC100623,2025-09-22,Letter,,No Answer,Y,Neil G.
COM001522,DC100625,12/31/2024,Inbound Call,3.5,Wrong Number,Y,Bryan L.
COM001523,DC100627,2025-03-30,Letter,,Complaint Raised,Y,Christine P.
COM001524,DC100629,2026-03-27,Letter,,No Answer,Y,Paula K.
COM001525,DC100629,23/03/2026,Call,9.5,No Answer,N,Joanne J.
COM001526,DC100629,01/13/2026,Letter,,No Answer,Y,John W.
COM001527,DC100629,2026-04-09,Call,21.1,No Answer,Y,Carole G.
COM001528,DC100629,28/02/2026,Call,4.7,Disputed Debt,Y,Toby S.
COM001529,DC100629,2026-07-10,SMS,,No Answer,Y,Shannon H.
COM001530,DC100629,24/06/2025,outbound call,12.6,No Answer,Y,Dylan S.
COM001531,DC100630,09/12/2025,outbound call,6.1,Payment Arranged,Y,Ellie S.
COM001532,DC100631,2026-03-26,Letter,,Refused to Pay,Y,Edward P.
COM001533,DC100632,2025-04-28,outbound call,3.9,,Y,Jean W.
COM001534,DC100632,2025-09-02,Email,,No Answer,Y,Judith J.
COM001535,DC100633,2026-08-29,Inbound Call,6.1,No Answer,Y,Maria M.
COM001536,DC100633,2026-09-03,Letter,,Customer Confirmed Vulnerability,Y,Charlotte T.
COM001537,DC100634,2024-12-23,SMS,,No Answer,N,Tracey M.
COM001538,DC100634,2025-06-11,Inbound Call,13.9,Refused to Pay,Y,Terence W.
COM001539,DC100634,04/06/2025,Outbound Call,18.7,No Answer,Y,Callum L.
COM001540,DC100635,2026-07-29,Email,,No Answer,Y,Nathan M.
COM001541,DC100635,12/08/2026,Call,5.0,Left Voicemail,Y,Amanda L.
COM001542,DC100636,10/06/2024,Inbound Call,16.8,Payment Arranged,Y,Alex A.
COM001543,DC100637,2025-03-14,outbound call,17.4,Requested Callback,Y,Philip T.
COM001544,DC100637,16/01/2026,Inbound Call,7.7,Complaint Raised,Y,Ben T.
COM001545,DC100638,2026-07-18,SMS,,Left Voicemail,Y,Nathan W.
COM001546,DC100638,2026-06-19,Letter,,,Y,Danielle C.
COM001547,DC100638,2025-09-11,SMS,,DSAR Request Logged,Y,Kirsty C.
COM001548,DC100638,23-10-2025,SMS,,Wrong Number,Y,Beth T.
COM001549,DC100639,2024-12-19,Outbound Call,15.1,Left Voicemail,Y,Jayne W.
COM001550,DC100639,2024-01-15,Call,12.0,Left Voicemail,Y,Jane F.
COM001551,DC100639,2024-05-28,outbound call,2.7,Payment Arranged,Y,Marilyn S.
COM001552,DC100639,22-02-2025,Outbound Call,1.5,No Answer,Y,Ricky A.
COM001553,DC100639,2024-07-30,Call,4.4,No Answer,Y,Kerry G.
COM001554,DC100639,2025-08-12,SMS,,,Y,Shaun L.
COM001555,DC100639,2025-02-24,Letter,,Left Voicemail,Y,Joe G.
COM001556,DC100639,12/22/2024,SMS,,No Answer,Unknown,Georgina B.
COM001557,DC100639,16/02/2025,Call,3.4,Payment Arranged,Y,Gerald G.
COM001558,DC100639,2024-04-19,SMS,,Payment Arranged,Y,Mary B.
COM001559,DC100640,22/12/2025,SMS,,Payment Arranged,Y,Leslie C.
COM001560,DC100641,2025-04-14,Letter,,Left Voicemail,Y,Damien H.
COM001561,DC100641,14/02/2024,outbound call,8.1,No Answer,Y,Shaun P.
COM001562,DC100641,2025-01-31,Letter,,Payment Arranged,Y,Gordon D.
COM001563,DC100641,2025-01-01,Inbound Call,17.6,Payment Arranged,Y,Roy W.
COM001564,DC100641,2024-06-25,Inbound Call,18.2,Wrong Number,Y,Paul S.
COM001565,DC100643,2026-04-25,Letter,,Left Voicemail,Y,Mathew S.
COM001566,DC100643,2026-05-13,SMS,,Payment Arranged,Y,Melanie S.
COM001567,DC100644,2026-07-20,outbound call,14.0,Requested Callback,Y,David H.
COM001568,DC100644,2025-12-05,SMS,,Left Voicemail,Y,Andrea C.
COM001569,DC100644,2025-12-23,Outbound Call,16.8,Customer Confirmed Vulnerability,Y,Helen G.
COM001570,DC100644,2025-07-18,Letter,,Requested Callback,Y,Amber T.
COM001571,DC100646,2026-07-26,outbound call,2.8,Left Voicemail,Y,Benjamin H.
COM001572,DC100647,2026-03-04,SMS,,Disputed Debt,Unknown,Amelia W.
COM001573,DC100647,2025-02-11,Letter,,Wrong Number,Y,Clare D.
COM001574,DC100650,2025-05-07,Inbound Call,20.3,Call Dropped,Y,Suzanne T.
COM001575,DC100650,2024-09-13,Email,,No Answer,Y,Russell W.
COM001576,DC100650,2025-05-13,Email,,,Y,Donna J.
COM001577,DC100651,2025-11-16,Call,16.5,Left Voicemail,Y,Dennis S.
COM001578,DC100651,2025-04-18,Outbound Call,14.9,No Answer,N,Pamela M.
COM001579,DC100651,2025-01-29,SMS,,Wrong Number,Y,Jake L.
COM001580,DC100651,21/12/2025,outbound call,17.5,Disputed Debt,Y,Heather C.
COM001581,DC100651,2025-10-18,SMS,,Left Voicemail,Y,Julia R.
COM001582,DC100651,2025-06-01,outbound call,14.7,No Answer,Y,Sophie W.
COM001583,DC100651,01/02/2026,Outbound Call,14.0,Left Voicemail,Y,Sandra W.
COM001584,DC100652,2026-04-02,Letter,,No Answer,Y,Stewart A.
COM001585,DC100652,2025-07-22,SMS,,Call Dropped,Y,Raymond S.
COM001586,DC100652,2025-10-05,Call,16.4,Payment Arranged,Y,Keith B.
COM001587,DC100653,10/13/2025,Email,,No Answer,Y,Charles L.
COM001588,DC100653,2025-12-16,Letter,,No Answer,Y,Eric E.
COM001589,DC100653,12/24/2025,SMS,,No Answer,Y,Carl G.
COM001590,DC100653,2026-06-22,Outbound Call,1.8,Payment Arranged,Y,Sheila B.
COM001591,DC100653,02/05/2026,outbound call,14.0,Payment Arranged,Unknown,Francis S.
COM001592,DC100654,2025-06-05,SMS,,No Answer,Y,Grace B.
COM001593,DC100654,11/02/2025,Email,,No Answer,Y,Philip H.
COM001594,DC100654,2025-11-16,outbound call,6.6,DSAR Request Logged,N,Victor W.
COM001595,DC100654,2025-05-19,Outbound Call,3.2,Complaint Raised,Unknown,Beth B.
COM001596,DC100654,2025-07-15,SMS,,Wrong Number,Y,Hayley H.
COM001597,DC100654,05/12/2024,Letter,,Wrong Number,Y,Neil H.
COM001598,DC100654,21/05/2025,Letter,,Customer Confirmed Vulnerability,Y,Mary D.
COM001599,DC100655,2026-04-30,Outbound Call,12.3,Left Voicemail,Y,Kimberley T.
COM001600,DC100655,2026-09-10,Call,8.8,,Y,Heather S.
COM001601,DC100655,12/04/2026,Call,1.3,Requested Callback,Y,Shannon B.
COM001602,DC100657,2026-02-18,Letter,,Left Voicemail,N,Louis W.
COM001603,DC100657,2026-05-17,Call,7.3,Complaint Raised,Y,Brenda C.
COM001604,DC100657,09/09/2026,Inbound Call,1.7,No Answer,Y,Lynda W.
COM001605,DC100658,2026-04-24,Letter,,Left Voicemail,Y,Kelly B.
COM001606,DC100659,29-05-2026,Email,,Requested Callback,Y,Jay M.
COM001607,DC100659,2026-04-02,Call,10.5,Disputed Debt,Y,Samantha J.
COM001608,DC100659,2026-01-25,SMS,,Payment Arranged,Y,Eleanor G.
COM001609,DC100659,2026-04-08,SMS,,,Y,Joanna M.
COM001610,DC100659,05-07-2026,Email,,Requested Callback,Y,Bruce B.
COM001611,DC100659,2026-05-29,Outbound Call,8.2,Call Dropped,Y,Antony H.
COM001612,DC100659,24/07/2026,Letter,,Requested Callback,Y,Andrew S.
COM001613,DC100660,2026-09-03,Outbound Call,19.5,Disputed Debt,N,Derek H.
COM001614,DC100661,25/05/2025,outbound call,20.8,,Y,Bethan W.
COM001615,DC100661,11/01/2025,SMS,,Complaint Raised,Y,Tracey W.
COM001616,DC100661,2025-11-18,Email,,Left Voicemail,Y,Ronald T.
COM001617,DC100662,20-04-2025,SMS,,No Answer,Y,Neil K.
COM001618,DC100662,2025-04-08,Letter,,Requested Callback,Y,Lucy M.
COM001619,DC100662,30/08/2025,outbound call,7.1,No Answer,Y,Amber O.
COM001620,DC100662,2026-01-02,Call,5.1,Refused to Pay,Y,Anna B.
COM001621,DC100662,2025-09-30,Email,,Left Voicemail,Unknown,Ben W.
COM001622,DC100662,16/05/2025,SMS,,No Answer,Y,Francis F.
COM001623,DC100662,2025-11-02,SMS,,No Answer,Y,Vanessa W.
COM001624,DC100663,2025-10-16,SMS,,Payment Arranged,Y,Louise H.
COM001625,DC100664,2026-05-01,Email,,DSAR Request Logged,Y,Rosemary T.
COM001626,DC100664,09/15/2026,Email,,Customer Confirmed Vulnerability,Y,Daniel W.
COM001627,DC100665,2026-04-04,Outbound Call,15.0,DSAR Request Logged,Unknown,Gareth M.
COM001628,DC100665,2026-08-30,Inbound Call,9.4,Complaint Raised,Y,Victoria D.
COM001629,DC100665,2025-12-23,outbound call,20.1,No Answer,Unknown,Leon C.
COM001630,DC100666,17/10/2025,Inbound Call,9.5,Disputed Debt,Y,Marian F.
COM001631,DC100666,2026-03-18,Email,,Customer Confirmed Vulnerability,Y,Daniel M.
COM001632,DC100666,2025-07-08,Email,,Refused to Pay,Y,Andrea G.
COM001633,DC100666,2025-03-31,outbound call,5.2,Payment Arranged,Y,Clare P.
COM001634,DC100667,2026-01-30,Call,10.2,No Answer,Unknown,Conor M.
COM001635,DC100667,2026-01-15,Letter,,Left Voicemail,N,Joyce R.
COM001636,DC100668,25/08/2025,Call,3.1,Left Voicemail,Y,Carol W.
COM001637,DC100668,24/09/2025,Email,,Requested Callback,Y,Natasha O.
COM001638,DC100669,2026-05-30,outbound call,1.1,No Answer,N,Leanne B.
COM001639,DC100669,2025-12-08,Letter,,Left Voicemail,Y,Nathan A.
COM001640,DC100669,10-05-2026,Call,0.7,No Answer,Y,Norman B.
COM001641,DC100670,02-02-2026,Letter,,No Answer,Y,Harriet W.
COM001642,DC100670,2026-01-01,Email,,Left Voicemail,Y,Tracey H.
COM001643,DC100670,2025-12-30,Call,9.6,DSAR Request Logged,Y,Paula M.
COM001644,DC100670,09/05/2025,SMS,,Requested Callback,Y,Kenneth T.
COM001645,DC100671,2024-10-09,Outbound Call,3.5,No Answer,Y,Fiona A.
COM001646,DC100671,12/18/2024,Inbound Call,13.9,DSAR Request Logged,Y,Arthur H.
COM001647,DC100671,02/07/2025,outbound call,2.6,DSAR Request Logged,Y,Mark J.
COM001648,DC100671,2025-01-02,Outbound Call,3.7,Left Voicemail,Y,Mohammed A.
COM001649,DC100671,2025-08-13,outbound call,5.3,Left Voicemail,Y,Katherine F.
COM001650,DC100672,28/07/2026,outbound call,5.7,No Answer,Y,Toby A.
COM001651,DC100673,2025-05-19,Call,18.2,Payment Arranged,Y,Ryan O.
COM001652,DC100673,2025-08-11,Email,,Disputed Debt,Y,Bradley H.
COM001653,DC100673,03/07/2024,Inbound Call,14.1,Disputed Debt,Y,Simon F.
COM001654,DC100673,2025-02-20,Call,18.7,DSAR Request Logged,Y,Gregory F.
COM001655,DC100675,22-01-2025,SMS,,No Answer,Y,Paige G.
COM001656,DC100675,2023-11-02,Email,,Left Voicemail,Y,Eleanor L.
COM001657,DC100676,2025-08-08,Call,14.0,Left Voicemail,Y,Stuart M.
COM001658,DC100676,2025-02-28,Outbound Call,13.2,No Answer,Y,David H.
COM001659,DC100676,11-10-2024,Letter,,Payment Arranged,Y,Sheila A.
COM001660,DC100676,2025-02-06,SMS,,Call Dropped,Y,Karl G.
COM001661,DC100676,2024-12-23,outbound call,9.9,,N,Luke S.
COM001662,DC100678,2026-02-06,Email,,Requested Callback,Unknown,Lynn S.
COM001663,DC100678,31-03-2026,Call,5.6,Payment Arranged,Y,Marilyn P.
COM001664,DC100679,13/12/2024,Letter,,Left Voicemail,Y,Kenneth F.
COM001665,DC100679,10/12/2025,SMS,,,Y,Elizabeth R.
COM001666,DC100679,2024-10-18,Call,2.4,Requested Callback,Y,Frank B.
COM001667,DC100679,2025-08-18,Call,18.4,No Answer,Y,Katie P.
COM001668,DC100679,30/05/2025,Call,19.7,No Answer,Y,James P.
COM001669,DC100680,18/08/2024,Inbound Call,21.5,Left Voicemail,Y,Josephine W.
COM001670,DC100681,2025-01-27,Outbound Call,9.3,Payment Arranged,Y,Josephine A.
COM001671,DC100681,18/10/2025,Letter,,Payment Arranged,Y,Jenna G.
COM001672,DC100681,2026-05-10,Inbound Call,2.3,Left Voicemail,Y,Jodie E.
COM001673,DC100681,2026-04-23,Outbound Call,3.1,,Y,Dennis B.
COM001674,DC100683,18/04/2025,Inbound Call,13.8,Wrong Number,Y,Iain G.
COM001675,DC100685,26-08-2025,SMS,,Left Voicemail,N,Jennifer R.
COM001676,DC100686,2025-12-30,Call,8.4,No Answer,Y,Billy W.
COM001677,DC100686,2025-10-22,Outbound Call,1.5,Payment Arranged,Y,Shirley B.
COM001678,DC100686,2026-05-11,SMS,,Customer Confirmed Vulnerability,Y,Catherine J.
COM001679,DC100686,2026-02-11,Letter,,Refused to Pay,Y,Jack L.
COM001680,DC100686,2025-10-17,Letter,,No Answer,Y,Melanie J.
COM001681,DC100687,2025-02-26,Email,,Left Voicemail,Y,Carly R.
COM001682,DC100687,2026-03-13,Outbound Call,13.0,Disputed Debt,N,Robert C.
COM001683,DC100688,05/09/2026,Call,17.1,Left Voicemail,Unknown,Rachel P.
COM001684,DC100688,2026-02-14,Call,18.6,Refused to Pay,Y,Charlene L.
COM001685,DC100689,2025-08-21,outbound call,21.5,No Answer,Y,Bryan S.
COM001686,DC100689,2025-02-09,Email,,Payment Arranged,Y,Howard C.
COM001687,DC100689,2024-06-24,Inbound Call,4.0,,Y,Marilyn S.
COM001688,DC100689,2024-08-12,outbound call,11.5,Payment Arranged,N,Lisa J.
COM001689,DC100691,2026-07-25,SMS,,Requested Callback,Y,Yvonne P.
COM001690,DC100692,2025-10-22,Letter,,Disputed Debt,Unknown,Karen O.
COM001691,DC100693,10/07/2026,Outbound Call,9.5,Refused to Pay,Y,Gemma S.
COM001692,DC100695,2025-01-29,Outbound Call,4.8,Wrong Number,Y,Leigh T.
COM001693,DC100695,2025-02-24,Call,10.7,Disputed Debt,N,Amanda C.
COM001694,DC100696,30-03-2025,Letter,,Requested Callback,Y,Diane R.
COM001695,DC100696,08/17/2025,outbound call,17.6,Call Dropped,Unknown,Jeffrey S.
COM001696,DC100697,2024-08-07,Letter,,Payment Arranged,Y,Tina B.
COM001697,DC100697,2024-06-11,Letter,,No Answer,Y,Damian S.
COM001698,DC100697,2024-08-21,Inbound Call,6.0,Requested Callback,Y,Heather M.
COM001699,DC100698,2025-06-12,Email,,Requested Callback,Y,Robert S.
COM001700,DC100698,07/03/2026,Email,,Complaint Raised,Y,Mohammad J.
COM001701,DC100700,04/07/2025,Email,,No Answer,Y,Lydia T.
COM001702,DC100700,14-02-2026,Outbound Call,15.6,Left Voicemail,Y,Christine A.
COM001703,DC100700,2025-05-18,Outbound Call,15.5,Left Voicemail,Unknown,Grace W.
COM001704,DC100700,08/05/2026,Inbound Call,3.4,Requested Callback,Y,Ronald G.
COM001705,DC100700,25/11/2025,Call,20.7,Payment Arranged,N,Dale W.
COM001706,DC100700,10/06/2025,Call,10.9,Requested Callback,N,Terry B.
COM001707,DC100700,30/07/2026,Outbound Call,17.8,Complaint Raised,Y,Jonathan M.
COM001708,DC100701,20/08/2025,Call,6.5,Call Dropped,Y,Damien L.
COM001709,DC100701,2025-08-26,Email,,Left Voicemail,Y,Mohammed H.
COM001710,DC100701,14-11-2024,Outbound Call,3.5,Complaint Raised,Y,Jodie G.
COM001711,DC100701,08/01/2026,outbound call,15.4,Customer Confirmed Vulnerability,Y,Frederick B.
COM001712,DC100701,04/02/2025,Call,9.6,Disputed Debt,Y,Katy G.
COM001713,DC100701,2025-09-15,Inbound Call,19.2,Disputed Debt,Y,George B.
COM001714,DC100701,11/10/2024,SMS,,No Answer,Y,Joseph M.
COM001715,DC100701,23/03/2025,Inbound Call,18.2,Payment Arranged,Y,Megan S.
COM001716,DC100701,2025-04-13,Letter,,No Answer,Y,Ruth W.
COM001717,DC100701,2025-10-07,outbound call,15.4,Requested Callback,Unknown,Gillian H.
COM001718,DC100702,2025-09-01,Inbound Call,3.6,Payment Arranged,N,Mathew W.
COM001719,DC100702,2026-05-08,Letter,,Disputed Debt,N,Janice C.
COM001720,DC100702,2024-12-20,Outbound Call,5.2,Wrong Number,Y,Marian W.
COM001721,DC100702,2025-07-27,Outbound Call,6.5,Left Voicemail,Y,Danny E.
COM001722,DC100703,01/11/2025,SMS,,Left Voicemail,N,Victor T.
COM001723,DC100703,2026-03-31,outbound call,2.8,Complaint Raised,N,Fiona K.
COM001724,DC100703,2025-11-14,SMS,,Requested Callback,Y,Ronald D.
COM001725,DC100703,12/03/2026,Email,,No Answer,Y,Denis D.
COM001726,DC100703,2024-10-14,Letter,,Payment Arranged,Y,Terry S.
COM001727,DC100704,21/08/2025,Outbound Call,4.6,Payment Arranged,Y,Stephanie M.
COM001728,DC100704,2025-09-02,Outbound Call,4.6,Left Voicemail,N,Laura R.
COM001729,DC100704,2025-07-18,Call,8.7,Left Voicemail,N,Lucy C.
COM001730,DC100705,09/11/2025,outbound call,21.0,No Answer,Y,Lee H.
COM001731,DC100705,2024-11-20,Email,,Call Dropped,Y,Kim P.
COM001732,DC100706,2026-03-21,outbound call,15.0,Payment Arranged,Y,Colin S.
COM001733,DC100706,23/11/2024,SMS,,Complaint Raised,Y,Sandra P.
COM001734,DC100707,10/08/2026,Letter,,Requested Callback,Y,Claire D.
COM001735,DC100707,2025-06-25,SMS,,Payment Arranged,Y,Susan C.
COM001736,DC100707,02/06/2026,Outbound Call,17.5,Disputed Debt,Y,Joel W.
COM001737,DC100708,2025-05-17,SMS,,Left Voicemail,Y,Bryan C.
COM001738,DC100708,27/06/2025,Letter,,Requested Callback,Y,Bethany B.
COM001739,DC100708,2026-05-05,Email,,Left Voicemail,Y,Kimberley H.
COM001740,DC100708,01-05-2025,Outbound Call,12.8,Payment Arranged,Y,Alexandra N.
COM001741,DC100709,2025-09-15,SMS,,Complaint Raised,N,Mandy M.
COM001742,DC100709,16/07/2024,Outbound Call,18.5,Payment Arranged,Y,Brett B.
COM001743,DC100709,2025-05-07,Inbound Call,19.6,Left Voicemail,Y,Denise W.
COM001744,DC100710,2025-03-28,Outbound Call,4.3,Payment Arranged,Y,Harry H.
COM001745,DC100710,30/11/2024,Call,10.0,Payment Arranged,Y,Emily B.
COM001746,DC100710,2024-10-27,Email,,Call Dropped,Y,Brian H.
COM001747,DC100710,2025-12-19,Outbound Call,7.3,Payment Arranged,Y,Shane M.
COM001748,DC100710,2025-10-08,SMS,,Requested Callback,Y,Maria B.
COM001749,DC100710,17-07-2024,outbound call,1.4,,Y,Justin P.
COM001750,DC100710,2025-06-14,Letter,,Disputed Debt,Y,Ian L.
COM001751,DC100711,2025-05-10,Call,12.7,Call Dropped,Y,Clive C.
COM001752,DC100711,2026-08-07,Call,20.4,Requested Callback,Y,Nicole T.
COM001753,DC100711,2025-05-21,Email,,No Answer,Y,Clive J.
COM001754,DC100712,09/16/2025,outbound call,9.2,Complaint Raised,Y,John K.
COM001755,DC100712,22/03/2026,Inbound Call,21.6,No Answer,Y,Suzanne W.
COM001756,DC100712,2025-07-03,Letter,,No Answer,N,Guy R.
COM001757,DC100712,25/01/2026,SMS,,No Answer,Y,Terry C.
COM001758,DC100713,23/03/2025,SMS,,Left Voicemail,Y,Stewart H.
COM001759,DC100713,2025-09-07,Outbound Call,8.5,,Y,Irene K.
COM001760,DC100714,2025-02-09,Call,19.2,DSAR Request Logged,Y,Eric J.
COM001761,DC100714,27/07/2025,Letter,,Left Voicemail,Y,Sally P.
COM001762,DC100715,2025-04-10,SMS,,No Answer,Y,Kenneth E.
COM001763,DC100715,07/21/2026,outbound call,16.4,Disputed Debt,Y,Joyce J.
COM001764,DC100715,24-09-2025,Outbound Call,5.2,Wrong Number,Y,Iain W.
COM001765,DC100716,2025-05-16,Call,5.4,Requested Callback,N,Nicholas N.
COM001766,DC100716,09/11/2025,Email,,Left Voicemail,Y,Angela C.
COM001767,DC100716,2025-11-19,Email,,DSAR Request Logged,Y,Ben W.
COM001768,DC100716,2025-08-10,Outbound Call,6.8,,Y,Patricia F.
COM001769,DC100716,2026-05-29,Letter,,Left Voicemail,Y,Gary S.
COM001770,DC100716,13-03-2026,Email,,Payment Arranged,Unknown,Francis K.
COM001771,DC100716,21/01/2026,Call,7.8,Payment Arranged,Y,Hannah K.
COM001772,DC100716,08/12/2025,Call,2.4,Payment Arranged,Y,Rachael A.
COM001773,DC100716,2025-03-20,Email,,Left Voicemail,Y,Nicola J.
COM001774,DC100716,03/10/2025,Call,14.9,Customer Confirmed Vulnerability,Y,Sharon S.
COM001775,DC100718,2024-06-15,SMS,,No Answer,Y,Kate A.
COM001776,DC100718,2024-12-22,Inbound Call,14.0,Payment Arranged,Y,Matthew C.
COM001777,DC100718,19-03-2025,outbound call,7.0,Left Voicemail,Y,Nathan P.
COM001778,DC100719,2025-09-03,Outbound Call,11.8,No Answer,Y,Maurice J.
COM001779,DC100719,2025-12-16,Email,,Left Voicemail,Y,Melissa B.
COM001780,DC100719,11/08/2025,Call,12.1,Disputed Debt,Y,Donald L.
COM001781,DC100720,2026-07-04,outbound call,21.0,Call Dropped,Y,Maurice O.
COM001782,DC100720,2026-08-16,Email,,Left Voicemail,Y,Geraldine C.
COM001783,DC100721,2026-08-03,Inbound Call,9.2,Payment Arranged,Y,Cheryl B.
COM001784,DC100721,2026-05-06,Call,5.5,No Answer,Y,Gerard T.
COM001785,DC100721,2025-08-27,outbound call,15.8,Complaint Raised,Y,Billy B.
COM001786,DC100721,02/08/2025,Letter,,Requested Callback,Y,Katherine R.
COM001787,DC100722,21/11/2024,outbound call,18.5,Payment Arranged,Y,Vanessa R.
COM001788,DC100722,15/11/2024,Email,,No Answer,Y,Clare J.
COM001789,DC100723,02/27/2026,Email,,No Answer,Y,Chelsea W.
COM001790,DC100724,2025-04-06,Inbound Call,2.2,Disputed Debt,Unknown,Abigail M.
COM001791,DC100724,07/11/2025,SMS,,No Answer,Y,Carolyn B.
COM001792,DC100726,2024-08-20,SMS,,No Answer,Y,Maureen C.
COM001793,DC100726,2024-08-04,Inbound Call,10.5,Requested Callback,Y,Jenna B.
COM001794,DC100726,2024-04-24,Letter,,No Answer,Y,Gareth H.
COM001795,DC100727,2026-01-14,Outbound Call,21.5,Wrong Number,Unknown,Bethany E.
COM001796,DC100728,2026-03-10,SMS,,Wrong Number,Y,Cheryl B.
COM001797,DC100729,05/10/2026,Inbound Call,14.7,No Answer,Y,Ashley B.
COM001798,DC100730,21/12/2025,Email,,Disputed Debt,Unknown,Ruth J.
COM001799,DC100730,29/12/2025,SMS,,Refused to Pay,Y,Alison S.
COM001800,DC100730,23/05/2026,Letter,,Left Voicemail,Y,Bethany B.
COM001801,DC100731,12/12/2025,SMS,,Left Voicemail,Y,Kimberley H.
COM001802,DC100731,2026-01-02,Outbound Call,4.6,Call Dropped,Y,Marcus B.
COM001803,DC100731,2025-07-07,Email,,Complaint Raised,Y,Nigel P.
COM001804,DC100731,12/03/2026,Letter,,Requested Callback,Y,Russell F.
COM001805,DC100731,2024-10-02,Letter,,Payment Arranged,Unknown,Sam N.
COM001806,DC100731,2025-11-04,Inbound Call,9.7,Call Dropped,Unknown,Deborah R.
COM001807,DC100731,2026-01-31,Letter,,Call Dropped,Y,Stuart B.
COM001808,DC100731,2025-06-05,SMS,,Requested Callback,Unknown,Charlie D.
COM001809,DC100731,2025-05-10,Outbound Call,11.9,No Answer,Y,Rhys H.
COM001810,DC100731,2024-10-17,Letter,,,Y,Maurice M.
COM001811,DC100732,27/04/2026,Letter,,Left Voicemail,Y,Geoffrey R.
COM001812,DC100732,20/04/2026,Inbound Call,2.1,,Unknown,Melissa S.
COM001813,DC100734,08/12/2025,Outbound Call,18.6,Payment Arranged,Y,Shannon F.
COM001814,DC100734,2025-08-14,Inbound Call,0.5,Left Voicemail,N,Tom A.
COM001815,DC100735,2026-07-12,Letter,,No Answer,Y,Daniel R.
COM001816,DC100739,2026-07-16,Letter,,Payment Arranged,Y,Harriet B.
COM001817,DC100739,2026-01-14,Call,17.8,No Answer,Y,Stuart W.
COM001818,DC100740,2026-05-25,Call,10.1,Payment Arranged,N,Lauren S.
COM001819,DC100741,2026-05-09,Letter,,Payment Arranged,Y,Diane B.
COM001820,DC100742,2026-03-16,Call,21.1,Payment Arranged,Y,Ross W.
COM001821,DC100742,09/03/2026,Inbound Call,3.4,No Answer,Y,Karen A.
COM001822,DC100742,2026-06-04,SMS,,,Y,Sylvia W.
COM001823,DC100742,2025-11-24,outbound call,10.8,No Answer,Y,Leanne P.
COM001824,DC100742,2026-05-08,Email,,No Answer,N,Michael M.
COM001825,DC100742,16/09/2026,Email,,Complaint Raised,Y,Gillian H.
COM001826,DC100742,12/12/2025,Call,6.0,Complaint Raised,Y,James H.
COM001827,DC100743,2026-08-02,outbound call,9.9,Refused to Pay,Y,Gordon C.
COM001828,DC100743,20/09/2026,Call,21.9,Requested Callback,Y,Hannah B.
COM001829,DC100743,2026-04-06,Outbound Call,3.3,Wrong Number,Y,Adrian B.
COM001830,DC100744,2025-08-17,Inbound Call,6.5,Refused to Pay,Y,Fiona F.
COM001831,DC100744,11/11/2025,Inbound Call,17.9,Wrong Number,Y,Frederick H.
COM001832,DC100745,2026-03-29,Letter,,Wrong Number,Y,Marion R.
COM001833,DC100745,18/10/2025,outbound call,8.0,Requested Callback,Y,Mohammad M.
COM001834,DC100745,2025-06-21,Letter,,No Answer,Y,Guy S.
COM001835,DC100745,16/04/2025,Inbound Call,17.3,Payment Arranged,N,Norman W.
COM001836,DC100746,2025-05-18,Outbound Call,9.8,Left Voicemail,Y,Darren M.
COM001837,DC100746,2024-09-14,Letter,,,Y,Toby M.
COM001838,DC100746,2024-09-20,Letter,,Wrong Number,Y,Oliver D.
COM001839,DC100747,2026-07-24,Inbound Call,21.9,Requested Callback,Y,Luke A.
COM001840,DC100747,2026-05-05,Letter,,Payment Arranged,Y,Benjamin S.
COM001841,DC100750,2024-06-12,Outbound Call,19.2,No Answer,Unknown,Brian H.
COM001842,DC100750,2025-04-30,Inbound Call,4.1,No Answer,Y,Bethan J.
COM001843,DC100750,2025-04-30,Email,,,Y,Melanie H.
COM001844,DC100752,2025-02-02,Call,18.5,Left Voicemail,Y,Chloe F.
COM001845,DC100752,2026-03-18,Call,6.2,Left Voicemail,Y,Hollie S.
COM001846,DC100753,2026-02-07,Call,11.0,No Answer,Y,Joanne P.
COM001847,DC100755,29/11/2025,outbound call,8.3,Requested Callback,Y,Marian H.
COM001848,DC100755,2024-12-08,Email,,,Y,Thomas J.
COM001849,DC100756,14-04-2026,Outbound Call,7.1,No Answer,Y,Sharon G.
COM001850,DC100757,02/15/2026,Inbound Call,17.4,Requested Callback,Unknown,Iain P.
COM001851,DC100757,2026-07-18,Inbound Call,6.4,Complaint Raised,Unknown,Louis H.
COM001852,DC100757,2026-04-15,Call,16.5,Requested Callback,Y,Albert T.
